Student_ID,Feature_1,SHAP_1,Direction_1,Feature_2,SHAP_2,Direction_2,Feature_3,SHAP_3,Direction_3,Feature_4,SHAP_4,Direction_4,Feature_5,SHAP_5,Direction_5
1945,Affects_Academic_Performance,0.9425,Increases Risk,Stress_Density,0.4128,Increases Risk,Recovery_Capacity,0.0976,Increases Risk,Psychosocial_Load,0.0877,Increases Risk,Wellness_Ratio,0.064,Increases Risk
1946,Affects_Academic_Performance,-1.874,Decreases Risk,Recovery_Capacity,-0.6623,Decreases Risk,Wellness_Ratio,-0.5956,Decreases Risk,Stress_Density,-0.5732,Decreases Risk,Psychosocial_Load,-0.3634,Decreases Risk
1947,Affects_Academic_Performance,-1.599,Decreases Risk,Stress_Density,-0.3787,Decreases Risk,Recovery_Capacity,-0.1628,Decreases Risk,Wellness_Ratio,-0.1258,Decreases Risk,Psychosocial_Load,-0.1166,Decreases Risk
1948,Affects_Academic_Performance,-1.3541,Decreases Risk,Stress_Density,-0.1343,Decreases Risk,Wellness_Ratio,-0.0875,Decreases Risk,Psychosocial_Load,-0.0528,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
1949,Affects_Academic_Performance,0.7607,Increases Risk,Stress_Density,-0.1148,Decreases Risk,Wellness_Ratio,-0.079,Decreases Risk,Recovery_Capacity,0.0407,Increases Risk,Age,0.0168,Increases Risk
1950,Affects_Academic_Performance,-1.3383,Decreases Risk,Stress_Density,-0.1275,Decreases Risk,Recovery_Capacity,0.0591,Increases Risk,Psychosocial_Load,-0.0463,Decreases Risk,Wellness_Ratio,0.0404,Increases Risk
1951,Affects_Academic_Performance,0.7236,Increases Risk,Stress_Density,-0.2786,Decreases Risk,Wellness_Ratio,-0.115,Decreases Risk,Psychosocial_Load,-0.1028,Decreases Risk,Age,-0.102,Decreases Risk
1952,Affects_Academic_Performance,0.7545,Increases Risk,Stress_Density,-0.255,Decreases Risk,Psychosocial_Load,-0.1152,Decreases Risk,Recovery_Capacity,0.0954,Increases Risk,Wellness_Ratio,-0.0461,Decreases Risk
1953,Affects_Academic_Performance,0.8534,Increases Risk,Wellness_Ratio,0.1542,Increases Risk,Recovery_Capacity,0.1162,Increases Risk,Lifestyle_Balance,0.0112,Increases Risk,Stress_Density,-0.01,Decreases Risk
1954,Affects_Academic_Performance,0.947,Increases Risk,Stress_Density,0.4173,Increases Risk,Recovery_Capacity,0.1096,Increases Risk,Psychosocial_Load,0.0863,Increases Risk,Wellness_Ratio,0.0843,Increases Risk
1955,Affects_Academic_Performance,-1.3178,Decreases Risk,Stress_Density,-0.1266,Decreases Risk,Mental_Health_Score,0.0312,Increases Risk,Recovery_Capacity,0.0295,Increases Risk,Wellness_Ratio,0.0212,Increases Risk
1956,Affects_Academic_Performance,-1.4979,Decreases Risk,Stress_Density,-0.2233,Decreases Risk,Recovery_Capacity,-0.1856,Decreases Risk,Wellness_Ratio,-0.138,Decreases Risk,Age,-0.0403,Decreases Risk
1957,Affects_Academic_Performance,0.9906,Increases Risk,Stress_Density,0.4875,Increases Risk,Wellness_Ratio,0.2548,Increases Risk,Recovery_Capacity,0.1584,Increases Risk,Psychosocial_Load,0.1397,Increases Risk
1958,Affects_Academic_Performance,-1.5363,Decreases Risk,Stress_Density,-0.2478,Decreases Risk,Recovery_Capacity,-0.1981,Decreases Risk,Wellness_Ratio,-0.186,Decreases Risk,Psychosocial_Load,-0.0798,Decreases Risk
1959,Affects_Academic_Performance,0.7379,Increases Risk,Stress_Density,-0.2879,Decreases Risk,Wellness_Ratio,-0.1329,Decreases Risk,Psychosocial_Load,-0.1136,Decreases Risk,Recovery_Capacity,0.0444,Increases Risk
1960,Affects_Academic_Performance,-1.3493,Decreases Risk,Age,-0.1029,Decreases Risk,Stress_Density,0.0915,Increases Risk,Psychosocial_Load,0.0506,Increases Risk,Mental_Health_Score,0.0312,Increases Risk
1961,Affects_Academic_Performance,0.8742,Increases Risk,Wellness_Ratio,0.1382,Increases Risk,Psychosocial_Load,0.0905,Increases Risk,Stress_Density,0.062,Increases Risk,Age,-0.0551,Decreases Risk
1962,Affects_Academic_Performance,-1.557,Decreases Risk,Stress_Density,-0.3927,Decreases Risk,Recovery_Capacity,-0.1634,Decreases Risk,Age,-0.1051,Decreases Risk,Wellness_Ratio,-0.0814,Decreases Risk
1963,Affects_Academic_Performance,0.7377,Increases Risk,Stress_Density,-0.249,Decreases Risk,Wellness_Ratio,-0.1092,Decreases Risk,Age,0.0526,Increases Risk,Recovery_Capacity,-0.043,Decreases Risk
1964,Affects_Academic_Performance,0.7929,Increases Risk,Stress_Density,-0.1153,Decreases Risk,Wellness_Ratio,0.048,Increases Risk,Recovery_Capacity,0.0397,Increases Risk,Age,-0.015,Decreases Risk
1965,Affects_Academic_Performance,0.8863,Increases Risk,Stress_Density,0.1586,Increases Risk,Psychosocial_Load,0.12,Increases Risk,Wellness_Ratio,0.1182,Increases Risk,Age,0.0774,Increases Risk
1966,Affects_Academic_Performance,0.9449,Increases Risk,Stress_Density,0.4141,Increases Risk,Recovery_Capacity,0.1139,Increases Risk,Age,-0.0917,Decreases Risk,Psychosocial_Load,0.09,Increases Risk
1967,Affects_Academic_Performance,0.7255,Increases Risk,Stress_Density,-0.2907,Decreases Risk,Wellness_Ratio,-0.1548,Decreases Risk,Psychosocial_Load,-0.1265,Decreases Risk,Recovery_Capacity,-0.033,Decreases Risk
1968,Affects_Academic_Performance,0.8598,Increases Risk,Wellness_Ratio,0.1399,Increases Risk,Recovery_Capacity,0.1158,Increases Risk,Stress_Density,0.0746,Increases Risk,Most_Used_Platform_WhatsApp,-0.0116,Decreases Risk
1969,Affects_Academic_Performance,0.7868,Increases Risk,Stress_Density,-0.3855,Decreases Risk,Wellness_Ratio,-0.1156,Decreases Risk,Psychosocial_Load,-0.1107,Decreases Risk,Recovery_Capacity,0.0268,Increases Risk
1970,Affects_Academic_Performance,-1.4177,Decreases Risk,Wellness_Ratio,-0.1597,Decreases Risk,Recovery_Capacity,-0.1193,Decreases Risk,Stress_Density,-0.1183,Decreases Risk,Sleep_Hours_Per_Night,-0.0427,Decreases Risk
1971,Affects_Academic_Performance,0.7426,Increases Risk,Wellness_Ratio,-0.1987,Decreases Risk,Stress_Density,-0.1356,Decreases Risk,Psychosocial_Load,-0.0952,Decreases Risk,Age,-0.0357,Decreases Risk
1972,Affects_Academic_Performance,0.7929,Increases Risk,Stress_Density,-0.1149,Decreases Risk,Wellness_Ratio,0.0472,Increases Risk,Recovery_Capacity,0.0418,Increases Risk,Usage_Age_Ratio,0.0127,Increases Risk
1973,Affects_Academic_Performance,0.9233,Increases Risk,Stress_Density,0.3315,Increases Risk,Psychosocial_Load,0.0939,Increases Risk,Recovery_Capacity,0.0791,Increases Risk,Wellness_Ratio,0.0732,Increases Risk
1974,Affects_Academic_Performance,0.7663,Increases Risk,Stress_Density,-0.2525,Decreases Risk,Recovery_Capacity,0.1026,Increases Risk,Psychosocial_Load,-0.1007,Decreases Risk,Age,-0.0609,Decreases Risk
1975,Affects_Academic_Performance,-1.4456,Decreases Risk,Recovery_Capacity,-0.1808,Decreases Risk,Wellness_Ratio,-0.1021,Decreases Risk,Psychosocial_Load,0.0694,Increases Risk,Mental_Health_Score,-0.0497,Decreases Risk
1976,Affects_Academic_Performance,0.7345,Increases Risk,Stress_Density,-0.2498,Decreases Risk,Wellness_Ratio,-0.1369,Decreases Risk,Age,0.0528,Increases Risk,Recovery_Capacity,-0.0456,Decreases Risk
1977,Affects_Academic_Performance,0.7693,Increases Risk,Stress_Density,-0.2445,Decreases Risk,Age,0.0578,Increases Risk,Recovery_Capacity,0.0471,Increases Risk,Wellness_Ratio,-0.0256,Decreases Risk
1978,Affects_Academic_Performance,-1.3477,Decreases Risk,Stress_Density,-0.1351,Decreases Risk,Psychosocial_Load,-0.0548,Decreases Risk,Wellness_Ratio,-0.0533,Decreases Risk,Age,0.0524,Increases Risk
1979,Affects_Academic_Performance,-1.476,Decreases Risk,Stress_Density,-0.2392,Decreases Risk,Recovery_Capacity,-0.1825,Decreases Risk,Wellness_Ratio,-0.1361,Decreases Risk,Mental_Health_Score,-0.0329,Decreases Risk
1980,Affects_Academic_Performance,0.8945,Increases Risk,Stress_Density,0.3783,Increases Risk,Wellness_Ratio,-0.0951,Decreases Risk,Psychosocial_Load,0.0911,Increases Risk,Recovery_Capacity,0.0593,Increases Risk
1981,Affects_Academic_Performance,0.8581,Increases Risk,Recovery_Capacity,0.1343,Increases Risk,Wellness_Ratio,0.1204,Increases Risk,Stress_Density,0.0802,Increases Risk,Governorate_Sharqia,-0.0132,Decreases Risk
1982,Affects_Academic_Performance,0.766,Increases Risk,Stress_Density,-0.1099,Decreases Risk,Wellness_Ratio,-0.0512,Decreases Risk,Recovery_Capacity,0.0249,Increases Risk,Sleep_Hours_Per_Night,0.0151,Increases Risk
1983,Affects_Academic_Performance,0.9424,Increases Risk,Stress_Density,0.4236,Increases Risk,Recovery_Capacity,0.1127,Increases Risk,Psychosocial_Load,0.0959,Increases Risk,Wellness_Ratio,0.0682,Increases Risk
1984,Affects_Academic_Performance,-1.3319,Decreases Risk,Stress_Density,-0.1361,Decreases Risk,Wellness_Ratio,-0.089,Decreases Risk,Psychosocial_Load,-0.0557,Decreases Risk,Age,0.0248,Increases Risk
1985,Affects_Academic_Performance,0.8996,Increases Risk,Stress_Density,0.3438,Increases Risk,Recovery_Capacity,0.0786,Increases Risk,Psychosocial_Load,0.0734,Increases Risk,Age,0.0673,Increases Risk
1986,Affects_Academic_Performance,0.782,Increases Risk,Stress_Density,-0.1299,Decreases Risk,Recovery_Capacity,0.0602,Increases Risk,Age,-0.0483,Decreases Risk,Usage_Age_Ratio,-0.0161,Decreases Risk
1987,Affects_Academic_Performance,0.8264,Increases Risk,Stress_Density,0.1198,Increases Risk,Psychosocial_Load,0.0932,Increases Risk,Wellness_Ratio,-0.062,Decreases Risk,Age,-0.0557,Decreases Risk
1988,Affects_Academic_Performance,-1.3872,Decreases Risk,Wellness_Ratio,-0.1603,Decreases Risk,Stress_Density,-0.1337,Decreases Risk,Psychosocial_Load,-0.0534,Decreases Risk,Recovery_Capacity,-0.0478,Decreases Risk
1989,Affects_Academic_Performance,-1.3445,Decreases Risk,Age,-0.0956,Decreases Risk,Recovery_Capacity,0.0776,Increases Risk,Wellness_Ratio,0.0514,Increases Risk,Stress_Density,-0.0329,Decreases Risk
1990,Affects_Academic_Performance,0.7759,Increases Risk,Stress_Density,-0.1277,Decreases Risk,Recovery_Capacity,0.0605,Increases Risk,Wellness_Ratio,-0.0154,Decreases Risk,Lifestyle_Balance,0.015,Increases Risk
1991,Affects_Academic_Performance,0.947,Increases Risk,Stress_Density,0.4074,Increases Risk,Recovery_Capacity,0.1151,Increases Risk,Wellness_Ratio,0.0903,Increases Risk,Psychosocial_Load,0.0833,Increases Risk
1992,Affects_Academic_Performance,-1.4979,Decreases Risk,Stress_Density,-0.2831,Decreases Risk,Psychosocial_Load,-0.1849,Decreases Risk,Wellness_Ratio,-0.1633,Decreases Risk,Age,0.0566,Increases Risk
1993,Affects_Academic_Performance,0.9752,Increases Risk,Stress_Density,0.46,Increases Risk,Wellness_Ratio,0.2261,Increases Risk,Psychosocial_Load,0.1159,Increases Risk,Recovery_Capacity,0.0941,Increases Risk
1994,Affects_Academic_Performance,0.7354,Increases Risk,Stress_Density,-0.2577,Decreases Risk,Wellness_Ratio,-0.1621,Decreases Risk,Psychosocial_Load,-0.049,Decreases Risk,Recovery_Capacity,-0.0334,Decreases Risk
1995,Affects_Academic_Performance,1.0047,Increases Risk,Stress_Density,0.4744,Increases Risk,Wellness_Ratio,0.2735,Increases Risk,Psychosocial_Load,0.1757,Increases Risk,Recovery_Capacity,0.0989,Increases Risk
1996,Affects_Academic_Performance,0.7419,Increases Risk,Wellness_Ratio,-0.1362,Decreases Risk,Age,-0.1226,Decreases Risk,Stress_Density,-0.1225,Decreases Risk,Recovery_Capacity,-0.0274,Decreases Risk
1997,Affects_Academic_Performance,-1.3571,Decreases Risk,Stress_Density,-0.1333,Decreases Risk,Psychosocial_Load,-0.0543,Decreases Risk,Wellness_Ratio,-0.0534,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
1998,Affects_Academic_Performance,-1.3516,Decreases Risk,Stress_Density,-0.1188,Decreases Risk,Wellness_Ratio,-0.0924,Decreases Risk,Psychosocial_Load,-0.049,Decreases Risk,Age,-0.0356,Decreases Risk
1999,Affects_Academic_Performance,1.0496,Increases Risk,Stress_Density,0.6985,Increases Risk,Wellness_Ratio,0.3014,Increases Risk,Recovery_Capacity,0.1871,Increases Risk,Psychosocial_Load,0.1525,Increases Risk
2000,Affects_Academic_Performance,0.8489,Increases Risk,Wellness_Ratio,0.1477,Increases Risk,Recovery_Capacity,0.1091,Increases Risk,Sleep_Hours_Per_Night,0.0186,Increases Risk,Lifestyle_Balance,0.0121,Increases Risk
2001,Affects_Academic_Performance,0.829,Increases Risk,Stress_Density,0.1232,Increases Risk,Psychosocial_Load,0.1019,Increases Risk,Wellness_Ratio,-0.0686,Decreases Risk,Sleep_Hours_Per_Night,0.0134,Increases Risk
2002,Affects_Academic_Performance,0.7243,Increases Risk,Stress_Density,-0.3383,Decreases Risk,Wellness_Ratio,-0.1451,Decreases Risk,Psychosocial_Load,-0.1076,Decreases Risk,Age,-0.1002,Decreases Risk
2003,Affects_Academic_Performance,-1.3574,Decreases Risk,Recovery_Capacity,-0.0689,Decreases Risk,Age,0.0652,Increases Risk,Wellness_Ratio,-0.0502,Decreases Risk,Psychosocial_Load,0.0471,Increases Risk
2004,Affects_Academic_Performance,0.7754,Increases Risk,Stress_Density,-0.1217,Decreases Risk,Recovery_Capacity,0.0612,Increases Risk,Wellness_Ratio,-0.0466,Decreases Risk,Usage_Age_Ratio,-0.0136,Decreases Risk
2005,Affects_Academic_Performance,0.7714,Increases Risk,Stress_Density,-0.1269,Decreases Risk,Age,-0.1013,Decreases Risk,Recovery_Capacity,0.0678,Increases Risk,Wellness_Ratio,-0.0445,Decreases Risk
2006,Affects_Academic_Performance,0.7394,Increases Risk,Wellness_Ratio,-0.1462,Decreases Risk,Stress_Density,-0.1317,Decreases Risk,Age,0.054,Increases Risk,Recovery_Capacity,-0.0506,Decreases Risk
2007,Affects_Academic_Performance,-1.4103,Decreases Risk,Wellness_Ratio,-0.1769,Decreases Risk,Stress_Density,-0.1468,Decreases Risk,Psychosocial_Load,-0.0942,Decreases Risk,Age,0.0631,Increases Risk
2008,Affects_Academic_Performance,0.7385,Increases Risk,Wellness_Ratio,-0.1894,Decreases Risk,Stress_Density,-0.136,Decreases Risk,Psychosocial_Load,-0.0942,Decreases Risk,Age,-0.0384,Decreases Risk
2009,Affects_Academic_Performance,1.0185,Increases Risk,Stress_Density,0.6875,Increases Risk,Wellness_Ratio,0.2699,Increases Risk,Recovery_Capacity,0.1538,Increases Risk,Psychosocial_Load,0.107,Increases Risk
2010,Affects_Academic_Performance,-1.3174,Decreases Risk,Wellness_Ratio,-0.0766,Decreases Risk,Age,0.0593,Increases Risk,Mental_Health_Score,0.0288,Increases Risk,Recovery_Capacity,0.0217,Increases Risk
2011,Affects_Academic_Performance,-1.4317,Decreases Risk,Stress_Density,-0.249,Decreases Risk,Wellness_Ratio,-0.1345,Decreases Risk,Age,0.0667,Increases Risk,Recovery_Capacity,-0.033,Decreases Risk
2012,Affects_Academic_Performance,0.7765,Increases Risk,Stress_Density,-0.1178,Decreases Risk,Age,-0.0942,Decreases Risk,Recovery_Capacity,0.0422,Increases Risk,Lifestyle_Balance,0.0113,Increases Risk
2013,Affects_Academic_Performance,0.7437,Increases Risk,Stress_Density,-0.2367,Decreases Risk,Wellness_Ratio,-0.1416,Decreases Risk,Recovery_Capacity,-0.0334,Decreases Risk,Age,-0.0331,Decreases Risk
2014,Affects_Academic_Performance,0.7447,Increases Risk,Stress_Density,-0.2357,Decreases Risk,Wellness_Ratio,-0.1075,Decreases Risk,Age,-0.041,Decreases Risk,Recovery_Capacity,-0.0173,Decreases Risk
2015,Affects_Academic_Performance,0.7405,Increases Risk,Wellness_Ratio,-0.1305,Decreases Risk,Stress_Density,-0.1199,Decreases Risk,Recovery_Capacity,-0.0572,Decreases Risk,Age,0.0535,Increases Risk
2016,Affects_Academic_Performance,1.0317,Increases Risk,Stress_Density,0.682,Increases Risk,Wellness_Ratio,0.315,Increases Risk,Recovery_Capacity,0.1473,Increases Risk,Psychosocial_Load,0.1112,Increases Risk
2017,Affects_Academic_Performance,-1.3308,Decreases Risk,Stress_Density,-0.1383,Decreases Risk,Wellness_Ratio,-0.0877,Decreases Risk,Age,0.0561,Increases Risk,Psychosocial_Load,-0.055,Decreases Risk
2018,Affects_Academic_Performance,0.9707,Increases Risk,Stress_Density,0.4703,Increases Risk,Wellness_Ratio,0.1918,Increases Risk,Psychosocial_Load,0.1163,Increases Risk,Recovery_Capacity,0.1064,Increases Risk
2019,Affects_Academic_Performance,-1.336,Decreases Risk,Stress_Density,-0.1364,Decreases Risk,Wellness_Ratio,-0.0569,Decreases Risk,Psychosocial_Load,-0.054,Decreases Risk,Recovery_Capacity,-0.0353,Decreases Risk
2020,Affects_Academic_Performance,-1.397,Decreases Risk,Stress_Density,-0.2473,Decreases Risk,Psychosocial_Load,-0.0964,Decreases Risk,Wellness_Ratio,-0.0814,Decreases Risk,Recovery_Capacity,-0.032,Decreases Risk
2021,Affects_Academic_Performance,-1.5951,Decreases Risk,Stress_Density,-0.4012,Decreases Risk,Recovery_Capacity,-0.1923,Decreases Risk,Psychosocial_Load,-0.1233,Decreases Risk,Wellness_Ratio,-0.1222,Decreases Risk
2022,Affects_Academic_Performance,-1.6786,Decreases Risk,Stress_Density,-0.4155,Decreases Risk,Recovery_Capacity,-0.2049,Decreases Risk,Psychosocial_Load,-0.1979,Decreases Risk,Wellness_Ratio,-0.1772,Decreases Risk
2023,Affects_Academic_Performance,0.8849,Increases Risk,Stress_Density,0.3849,Increases Risk,Wellness_Ratio,-0.0963,Decreases Risk,Psychosocial_Load,0.0718,Increases Risk,Age,0.0659,Increases Risk
2024,Affects_Academic_Performance,-1.3195,Decreases Risk,Recovery_Capacity,0.0639,Increases Risk,Psychosocial_Load,-0.0472,Decreases Risk,Stress_Density,-0.0421,Decreases Risk,Mental_Health_Score,0.0239,Increases Risk
2025,Affects_Academic_Performance,-1.5533,Decreases Risk,Stress_Density,-0.2217,Decreases Risk,Wellness_Ratio,-0.189,Decreases Risk,Recovery_Capacity,-0.1864,Decreases Risk,Age,-0.077,Decreases Risk
2026,Affects_Academic_Performance,-1.3441,Decreases Risk,Stress_Density,-0.136,Decreases Risk,Wellness_Ratio,-0.092,Decreases Risk,Psychosocial_Load,-0.0558,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
2027,Affects_Academic_Performance,-1.4211,Decreases Risk,Stress_Density,-0.249,Decreases Risk,Recovery_Capacity,-0.0871,Decreases Risk,Wellness_Ratio,-0.0852,Decreases Risk,Age,0.0619,Increases Risk
2028,Affects_Academic_Performance,0.7507,Increases Risk,Stress_Density,-0.3533,Decreases Risk,Wellness_Ratio,-0.1803,Decreases Risk,Psychosocial_Load,-0.1202,Decreases Risk,Recovery_Capacity,-0.0342,Decreases Risk
2029,Affects_Academic_Performance,0.8706,Increases Risk,Stress_Density,0.3667,Increases Risk,Wellness_Ratio,-0.1132,Decreases Risk,Recovery_Capacity,0.0786,Increases Risk,Usage_Age_Ratio,-0.0214,Decreases Risk
2030,Affects_Academic_Performance,1.0359,Increases Risk,Stress_Density,0.6979,Increases Risk,Wellness_Ratio,0.3108,Increases Risk,Recovery_Capacity,0.1367,Increases Risk,Psychosocial_Load,0.1271,Increases Risk
2031,Affects_Academic_Performance,0.7411,Increases Risk,Wellness_Ratio,-0.1678,Decreases Risk,Stress_Density,-0.1371,Decreases Risk,Psychosocial_Load,-0.1024,Decreases Risk,Age,-0.0477,Decreases Risk
2032,Affects_Academic_Performance,-1.4695,Decreases Risk,Stress_Density,-0.2415,Decreases Risk,Recovery_Capacity,-0.1552,Decreases Risk,Wellness_Ratio,-0.1339,Decreases Risk,Age,0.0613,Increases Risk
2033,Affects_Academic_Performance,0.7929,Increases Risk,Stress_Density,-0.1153,Decreases Risk,Wellness_Ratio,0.0478,Increases Risk,Recovery_Capacity,0.04,Increases Risk,Lifestyle_Balance,0.0277,Increases Risk
2034,Affects_Academic_Performance,0.7374,Increases Risk,Stress_Density,-0.2508,Decreases Risk,Wellness_Ratio,-0.1373,Decreases Risk,Recovery_Capacity,-0.045,Decreases Risk,Age,0.0126,Increases Risk
2035,Affects_Academic_Performance,-1.7159,Decreases Risk,Stress_Density,-0.4688,Decreases Risk,Recovery_Capacity,-0.2692,Decreases Risk,Wellness_Ratio,-0.232,Decreases Risk,Psychosocial_Load,-0.2055,Decreases Risk
2036,Affects_Academic_Performance,-1.3441,Decreases Risk,Recovery_Capacity,0.0779,Increases Risk,Wellness_Ratio,-0.0603,Decreases Risk,Stress_Density,-0.0572,Decreases Risk,Psychosocial_Load,-0.0541,Decreases Risk
2037,Affects_Academic_Performance,0.987,Increases Risk,Stress_Density,0.4498,Increases Risk,Wellness_Ratio,0.2743,Increases Risk,Recovery_Capacity,0.1748,Increases Risk,Psychosocial_Load,0.1194,Increases Risk
2038,Affects_Academic_Performance,-1.3319,Decreases Risk,Stress_Density,-0.1139,Decreases Risk,Psychosocial_Load,-0.0411,Decreases Risk,Lifestyle_Balance,0.0373,Increases Risk,Age,-0.0306,Decreases Risk
2039,Affects_Academic_Performance,-1.4794,Decreases Risk,Stress_Density,-0.2665,Decreases Risk,Wellness_Ratio,-0.1493,Decreases Risk,Psychosocial_Load,-0.1464,Decreases Risk,Recovery_Capacity,-0.046,Decreases Risk
2040,Affects_Academic_Performance,0.8401,Increases Risk,Stress_Density,0.1025,Increases Risk,Psychosocial_Load,0.0942,Increases Risk,Recovery_Capacity,0.0541,Increases Risk,Wellness_Ratio,-0.0285,Decreases Risk
2041,Affects_Academic_Performance,0.7289,Increases Risk,Stress_Density,-0.2902,Decreases Risk,Wellness_Ratio,-0.142,Decreases Risk,Psychosocial_Load,-0.1256,Decreases Risk,Age,0.0531,Increases Risk
2042,Affects_Academic_Performance,-1.3979,Decreases Risk,Recovery_Capacity,-0.1579,Decreases Risk,Wellness_Ratio,-0.1537,Decreases Risk,Stress_Density,-0.1372,Decreases Risk,Age,0.0569,Increases Risk
2043,Affects_Academic_Performance,0.805,Increases Risk,Recovery_Capacity,0.0718,Increases Risk,Stress_Density,0.0528,Increases Risk,Wellness_Ratio,-0.0491,Decreases Risk,Usage_Age_Ratio,-0.0163,Decreases Risk
2044,Affects_Academic_Performance,-1.3368,Decreases Risk,Stress_Density,-0.1421,Decreases Risk,Wellness_Ratio,-0.0819,Decreases Risk,Age,0.0546,Increases Risk,Psychosocial_Load,-0.0545,Decreases Risk
2045,Affects_Academic_Performance,-1.5463,Decreases Risk,Stress_Density,-0.2454,Decreases Risk,Wellness_Ratio,-0.1827,Decreases Risk,Recovery_Capacity,-0.1595,Decreases Risk,Psychosocial_Load,-0.0795,Decreases Risk
2046,Affects_Academic_Performance,0.9115,Increases Risk,Stress_Density,0.326,Increases Risk,Recovery_Capacity,0.1112,Increases Risk,Psychosocial_Load,0.0751,Increases Risk,Age,-0.0494,Decreases Risk
2047,Affects_Academic_Performance,0.9752,Increases Risk,Stress_Density,0.4669,Increases Risk,Wellness_Ratio,0.2272,Increases Risk,Recovery_Capacity,0.1066,Increases Risk,Psychosocial_Load,0.1005,Increases Risk
2048,Affects_Academic_Performance,0.9752,Increases Risk,Stress_Density,0.4605,Increases Risk,Wellness_Ratio,0.2261,Increases Risk,Psychosocial_Load,0.1092,Increases Risk,Recovery_Capacity,0.0969,Increases Risk
2049,Affects_Academic_Performance,0.7475,Increases Risk,Wellness_Ratio,-0.1313,Decreases Risk,Stress_Density,-0.1187,Decreases Risk,Recovery_Capacity,-0.0156,Decreases Risk,Usage_Age_Ratio,-0.0126,Decreases Risk
2050,Affects_Academic_Performance,0.802,Increases Risk,Stress_Density,0.1173,Increases Risk,Wellness_Ratio,-0.1104,Decreases Risk,Psychosocial_Load,0.1003,Increases Risk,Age,0.0727,Increases Risk
2051,Affects_Academic_Performance,0.7453,Increases Risk,Wellness_Ratio,-0.1288,Decreases Risk,Stress_Density,-0.1212,Decreases Risk,Recovery_Capacity,-0.0388,Decreases Risk,Age,0.0223,Increases Risk
2052,Affects_Academic_Performance,0.802,Increases Risk,Stress_Density,0.1208,Increases Risk,Psychosocial_Load,0.1098,Increases Risk,Wellness_Ratio,-0.1079,Decreases Risk,Age,0.0729,Increases Risk
2053,Affects_Academic_Performance,0.9506,Increases Risk,Stress_Density,0.431,Increases Risk,Psychosocial_Load,0.1114,Increases Risk,Recovery_Capacity,0.1066,Increases Risk,Wellness_Ratio,0.0782,Increases Risk
2054,Affects_Academic_Performance,0.7423,Increases Risk,Wellness_Ratio,-0.2315,Decreases Risk,Stress_Density,-0.1296,Decreases Risk,Sleep_Hours_Per_Night,-0.0619,Decreases Risk,Psychosocial_Load,-0.049,Decreases Risk
2055,Affects_Academic_Performance,-1.4549,Decreases Risk,Wellness_Ratio,-0.2054,Decreases Risk,Stress_Density,-0.1429,Decreases Risk,Recovery_Capacity,-0.1253,Decreases Risk,Psychosocial_Load,-0.1018,Decreases Risk
2056,Affects_Academic_Performance,0.7463,Increases Risk,Wellness_Ratio,-0.1499,Decreases Risk,Stress_Density,-0.1287,Decreases Risk,Age,-0.0393,Decreases Risk,Recovery_Capacity,-0.0349,Decreases Risk
2057,Affects_Academic_Performance,0.8625,Increases Risk,Wellness_Ratio,0.158,Increases Risk,Recovery_Capacity,0.1123,Increases Risk,Stress_Density,0.0806,Increases Risk,Age,-0.0217,Decreases Risk
2058,Affects_Academic_Performance,-1.5227,Decreases Risk,Stress_Density,-0.3766,Decreases Risk,Wellness_Ratio,-0.0759,Decreases Risk,Psychosocial_Load,-0.0695,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk
2059,Affects_Academic_Performance,0.8198,Increases Risk,Stress_Density,0.1291,Increases Risk,Psychosocial_Load,0.0831,Increases Risk,Age,0.0706,Increases Risk,Wellness_Ratio,-0.0628,Decreases Risk
2060,Affects_Academic_Performance,0.8661,Increases Risk,Stress_Density,0.3833,Increases Risk,Wellness_Ratio,-0.108,Decreases Risk,Recovery_Capacity,0.0677,Increases Risk,Usage_Age_Ratio,-0.0214,Decreases Risk
2061,Affects_Academic_Performance,0.9752,Increases Risk,Stress_Density,0.4582,Increases Risk,Wellness_Ratio,0.2068,Increases Risk,Most_Used_Platform_LINE,-0.1054,Decreases Risk,Psychosocial_Load,0.0911,Increases Risk
2062,Affects_Academic_Performance,-1.3443,Decreases Risk,Stress_Density,-0.1168,Decreases Risk,Most_Used_Platform_LINE,-0.072,Decreases Risk,Psychosocial_Load,-0.0499,Decreases Risk,Age,-0.0304,Decreases Risk
2063,Affects_Academic_Performance,0.7373,Increases Risk,Wellness_Ratio,-0.1291,Decreases Risk,Stress_Density,-0.1282,Decreases Risk,Psychosocial_Load,-0.0505,Decreases Risk,Recovery_Capacity,0.0344,Increases Risk
2064,Affects_Academic_Performance,-1.3597,Decreases Risk,Stress_Density,0.0902,Increases Risk,Recovery_Capacity,0.0705,Increases Risk,Wellness_Ratio,0.0385,Increases Risk,Psychosocial_Load,0.0365,Increases Risk
2065,Affects_Academic_Performance,0.7475,Increases Risk,Wellness_Ratio,-0.1308,Decreases Risk,Stress_Density,-0.1192,Decreases Risk,Recovery_Capacity,-0.0149,Decreases Risk,Lifestyle_Balance,0.0125,Increases Risk
